Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,No,Graduate,No,1859,938,0.83,180,0,Semiurban,0
Female,Yes,Not Graduate,Yes,4227,3578,1.17,360,0,Rural,0
Male,Yes,Graduate,Yes,5179,57,1.09,180,1,Semiurban,0
Male,Yes,Graduate,Yes,5693,133,1.45,360,1,Semiurban,1
Female,No,Graduate,No,2099,689,0.8,360,1,Semiurban,1
Male,Yes,Graduate,No,5393,262,1.2,300,1,Urban,0
Female,No,Graduate,No,1000,1826,0.92,360,1,Semiurban,0
Male,Yes,Not Graduate,No,4414,518,1.05,360,1,Rural,1
Female,No,Graduate,Yes,2470,2270,0.98,300,0,Semiurban,1
Male,Yes,Graduate,No,3776,560,1.43,180,1,Urban,0
Female,Yes,Not Graduate,Yes,1746,2455,0.75,300,1,Rural,1
Female,No,Graduate,Yes,3648,148,0.61,360,0,Semiurban,0
Male,Yes,Graduate,No,7691,0,1.67,180,1,Urban,0
Female,No,Graduate,Yes,2669,1652,1.13,360,0,Semiurban,1
Female,Yes,Not Graduate,Yes,2485,2494,1.09,180,0,Rural,0
Male,Yes,Graduate,No,5809,0,1.91,180,0,Urban,1
Male,Yes,Not Graduate,No,3175,0,0.96,180,0,Rural,0
Male,Yes,Graduate,No,6953,1295,1.83,360,0,Urban,1
Male,No,Graduate,No,1339,2022,0.57,360,1,Semiurban,0
Male,Yes,Not Graduate,No,4450,0,1.21,300,0,Rural,1
Female,No,Graduate,No,4648,1233,1.02,360,1,Semiurban,1
Female,No,Graduate,No,1362,1612,1.09,300,0,Semiurban,1
Male,No,Graduate,No,3208,1223,0.64,180,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2623,3553,1.12,180,0,Rural,1
Female,No,Graduate,No,2255,194,0.5,360,0,Urban,1
Male,Yes,Graduate,No,5864,246,1.21,360,0,Urban,0
Female,No,Graduate,No,1576,936,0.89,180,1,Semiurban,1
Female,No,Graduate,No,2654,915,0.79,300,0,Semiurban,0
Male,Yes,Graduate,No,6938,589,1.66,300,0,Urban,0
Male,Yes,Graduate,No,3320,303,1.73,180,0,Urban,0
Male,Yes,Graduate,No,3832,0,1.55,180,0,Urban,0
Male,Yes,Not Graduate,No,3014,0,0.98,300,0,Rural,1
Male,Yes,Graduate,Yes,5726,0,1.44,300,0,Semiurban,1
Male,Yes,Not Graduate,No,3713,3,0.91,300,1,Rural,0
Male,Yes,Not Graduate,No,2974,1623,1.02,360,0,Rural,0
Female,No,Graduate,No,2997,860,0.95,300,1,Semiurban,1
Male,Yes,Graduate,No,4036,0,1.52,360,0,Urban,1
Male,Yes,Graduate,No,6303,440,1.24,300,1,Urban,0
Male,Yes,Not Graduate,No,5033,649,1.14,300,0,Rural,0
Male,No,Graduate,No,2025,2498,0.55,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,3142,3511,0.9,360,0,Rural,0
Female,No,Graduate,No,2862,0,0.87,360,0,Urban,0
Female,Yes,Not Graduate,Yes,2007,2665,1.12,360,0,Rural,1
Female,No,Graduate,Yes,3133,1065,0.94,180,1,Semiurban,1
Male,Yes,Not Graduate,No,3385,0,1.2,180,0,Rural,0
Male,No,Graduate,No,4290,2269,1.23,180,1,Semiurban,0
Male,Yes,Graduate,No,3601,303,1.27,180,0,Urban,1
Female,No,Graduate,No,1656,175,1.3,300,1,Urban,1
Female,No,Graduate,Yes,3097,1915,0.64,180,0,Semiurban,1
Male,Yes,Not Graduate,No,2460,0,1.46,300,0,Rural,0
Female,No,Graduate,Yes,4084,1768,0.85,180,1,Semiurban,1
Male,Yes,Graduate,No,4557,705,1.59,360,1,Urban,1
Male,Yes,Not Graduate,No,2751,0,1.43,300,0,Rural,0
Male,Yes,Graduate,No,6638,0,1.72,300,0,Urban,1
Male,Yes,Not Graduate,No,3467,5,1.13,300,1,Rural,0
Female,No,Graduate,Yes,2678,3062,1.26,300,0,Semiurban,0
Female,No,Graduate,No,1814,988,0.94,300,1,Urban,1
Female,No,Graduate,No,1152,1058,1.28,300,1,Urban,0
Female,No,Graduate,No,2562,40,0.88,300,0,Semiurban,0
Male,No,Graduate,No,3763,1953,0.81,180,1,Semiurban,0
Male,Yes,Graduate,No,7328,0,1.4,360,1,Urban,1
Male,Yes,Graduate,Yes,6955,376,1.49,300,1,Semiurban,1
Male,Yes,Graduate,No,2944,0,1.27,180,1,Urban,1
Male,Yes,Graduate,No,8439,0,1.47,360,1,Urban,0
Male,Yes,Graduate,No,6541,212,1.44,360,0,Urban,1
Female,Yes,Not Graduate,Yes,1000,1555,0.86,360,1,Rural,1
Male,Yes,Not Graduate,No,4693,0,1.24,180,1,Rural,0
Male,Yes,Not Graduate,No,3194,0,1.03,300,1,Rural,0
Female,Yes,Not Graduate,Yes,4453,1738,0.88,300,0,Rural,1
Male,No,Graduate,No,1801,2770,0.55,360,0,Semiurban,0
Male,Yes,Not Graduate,No,3645,0,1.46,180,0,Rural,1
Male,No,Graduate,No,1000,1475,0.5,180,0,Semiurban,1
Female,No,Graduate,No,2475,1219,0.89,180,1,Urban,0
Female,No,Graduate,No,1416,998,0.71,180,1,Urban,1
Male,Yes,Graduate,No,6283,0,1.68,300,0,Urban,1
Male,Yes,Not Graduate,No,3046,0,1.38,300,1,Rural,1
Male,Yes,Not Graduate,No,2419,0,1.54,300,1,Rural,1
Male,Yes,Not Graduate,No,3395,0,1.6,300,1,Rural,0
Male,Yes,Graduate,No,5238,0,1.69,180,0,Urban,0
Male,Yes,Graduate,No,6921,622,1.38,180,0,Urban,1
Male,No,Graduate,No,1835,1683,0.8,300,1,Semiurban,0
Female,Yes,Not Graduate,Yes,3814,2322,1.36,360,1,Rural,1
Male,Yes,Graduate,No,5330,838,1.62,180,0,Urban,1
Male,Yes,Graduate,No,4212,0,1.3,300,1,Urban,1
Female,Yes,Not Graduate,Yes,1722,1249,0.9,360,1,Rural,0
Male,Yes,Graduate,No,7146,0,1.35,360,0,Urban,1
Male,Yes,Graduate,No,5113,0,1.43,300,1,Urban,1
Male,Yes,Not Graduate,No,4782,624,1.19,180,0,Rural,1
Female,No,Graduate,No,2204,1374,0.88,360,0,Urban,1
Male,Yes,Not Graduate,No,2755,0,0.86,300,1,Rural,1
Male,Yes,Graduate,No,7184,88,1.52,180,1,Urban,0
Male,Yes,Graduate,No,6479,118,1.49,360,0,Urban,1
Female,No,Graduate,No,1932,2399,1.21,360,0,Semiurban,1
Male,Yes,Graduate,No,3333,56,1.35,360,0,Urban,0
Female,Yes,Not Graduate,Yes,3643,2750,1.42,180,1,Rural,0
Male,Yes,Not Graduate,No,5190,1965,1.31,180,1,Rural,1
Male,Yes,Graduate,No,4761,0,1.21,360,0,Urban,0
Male,Yes,Graduate,No,7255,727,1.8,360,0,Urban,0
Female,No,Graduate,No,2004,1606,0.92,360,0,Semiurban,1
Male,Yes,Graduate,Yes,4585,0,1.05,300,1,Semiurban,0
Female,No,Graduate,No,3506,1056,0.65,180,0,Urban,0
Male,Yes,Graduate,No,6028,1424,1.48,360,0,Urban,1
Male,Yes,Graduate,No,5886,0,1.39,300,0,Urban,0
Male,Yes,Graduate,No,4714,0,1.0,180,0,Urban,0
Male,Yes,Graduate,Yes,4406,140,1.16,300,0,Semiurban,1
Female,No,Graduate,No,1241,1434,0.83,360,0,Semiurban,0
Male,Yes,Graduate,Yes,4452,0,1.2,360,1,Semiurban,0
Male,Yes,Not Graduate,No,1933,0,1.55,300,1,Rural,1
Male,Yes,Graduate,No,5946,0,1.69,360,1,Urban,1
Female,No,Graduate,Yes,3171,1230,1.08,300,1,Semiurban,1
Male,Yes,Not Graduate,No,2597,406,1.17,180,0,Rural,1
Male,Yes,Not Graduate,No,2959,0,1.12,300,1,Rural,0
Male,Yes,Graduate,Yes,4525,0,1.67,180,0,Semiurban,1
Female,No,Graduate,No,2596,2173,0.91,360,1,Urban,0
Male,Yes,Graduate,No,6144,0,1.75,300,1,Urban,1
Male,Yes,Not Graduate,No,2788,687,1.32,300,0,Rural,1
Male,Yes,Graduate,No,4812,0,1.48,180,1,Urban,0
Male,Yes,Graduate,No,5225,0,1.77,360,0,Urban,1
Female,Yes,Not Graduate,Yes,2246,2741,0.93,180,0,Rural,0
Female,No,Graduate,No,3276,1341,0.82,180,0,Urban,1
Male,Yes,Graduate,No,6000,737,1.45,300,0,Urban,1
Male,Yes,Not Graduate,No,2455,0,1.17,180,0,Rural,0
Male,Yes,Graduate,No,6802,0,1.74,360,1,Urban,1
Male,Yes,Graduate,Yes,4392,250,1.42,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,4000,2825,1.13,180,1,Rural,1
Female,No,Graduate,No,2857,435,1.09,360,0,Semiurban,1
Male,Yes,Not Graduate,No,4990,412,1.11,180,1,Rural,0
Female,No,Graduate,No,2303,1580,1.38,300,0,Semiurban,0
Male,No,Graduate,No,2238,2272,0.76,300,1,Semiurban,1
Male,Yes,Not Graduate,No,3882,0,0.9,180,0,Rural,0
Female,Yes,Not Graduate,Yes,2654,2535,0.89,180,0,Rural,1
Male,Yes,Graduate,No,4773,566,1.47,180,0,Urban,1
Male,Yes,Not Graduate,No,4463,0,1.33,360,0,Rural,1
Male,Yes,Not Graduate,No,4281,0,1.54,180,0,Rural,1
Male,No,Graduate,No,2224,2143,0.89,300,0,Semiurban,0
Female,No,Graduate,No,1000,1028,0.96,300,1,Urban,1
Male,Yes,Graduate,No,5002,0,1.88,300,0,Urban,1
Male,Yes,Not Graduate,No,2573,0,1.02,360,0,Rural,0
Female,No,Graduate,No,2494,2014,0.9,360,1,Semiurban,1
Female,No,Graduate,No,3537,3556,0.76,300,0,Semiurban,0
Female,No,Graduate,No,1383,1637,1.47,360,0,Semiurban,1
Female,No,Graduate,No,1000,2028,0.53,360,1,Semiurban,0
Female,No,Graduate,No,1390,1239,0.78,300,0,Semiurban,0
Female,No,Graduate,No,3931,66,1.23,180,0,Semiurban,0
Male,No,Graduate,No,2877,3634,0.59,300,0,Semiurban,1
Male,No,Graduate,No,3041,1353,0.5,180,1,Semiurban,1
Female,Yes,Not Graduate,Yes,3511,1676,1.13,360,1,Rural,0
Female,No,Graduate,Yes,3441,1848,1.19,180,1,Semiurban,1
Male,Yes,Graduate,Yes,2798,0,1.27,360,0,Semiurban,0
Male,Yes,Graduate,No,4272,152,1.66,180,0,Urban,0
Female,No,Graduate,Yes,3224,1406,1.33,360,1,Semiurban,1
Male,Yes,Graduate,No,5849,13,1.52,360,0,Urban,1
Female,No,Graduate,No,3751,831,1.16,300,1,Urban,1
Female,No,Graduate,Yes,1972,1886,1.11,180,1,Semiurban,1
Female,No,Graduate,No,1000,0,0.78,180,1,Urban,0
Male,Yes,Graduate,No,5876,0,1.54,360,0,Urban,0
Male,Yes,Not Graduate,No,4124,365,1.54,300,0,Rural,1
Female,No,Graduate,No,1000,694,1.2,360,1,Urban,0
Female,No,Graduate,No,1547,1855,0.96,360,0,Semiurban,1
Male,Yes,Not Graduate,No,3432,0,1.37,360,0,Rural,0
Male,Yes,Graduate,No,5470,331,1.55,360,0,Urban,1
Male,No,Graduate,No,1000,1946,0.54,300,1,Semiurban,1
Male,Yes,Graduate,No,5170,810,1.93,180,1,Urban,1
Male,Yes,Graduate,Yes,5834,553,1.89,360,1,Semiurban,0
Male,Yes,Graduate,No,3223,0,1.7,300,0,Urban,1
Female,Yes,Not Graduate,Yes,2504,2630,0.77,360,0,Rural,1
Female,No,Graduate,No,2515,901,1.2,360,0,Urban,1
Male,Yes,Not Graduate,No,2675,0,1.27,300,0,Rural,0
Male,Yes,Not Graduate,No,4433,166,1.63,300,0,Rural,0
Male,Yes,Not Graduate,No,3971,1059,1.03,300,0,Rural,1
Female,No,Graduate,No,3247,2189,0.87,300,0,Semiurban,0
Male,Yes,Graduate,Yes,5846,0,1.45,300,0,Semiurban,0
Male,Yes,Graduate,Yes,3868,0,1.31,180,0,Semiurban,0
Male,Yes,Graduate,No,5834,1165,1.42,180,0,Urban,1
Male,Yes,Not Graduate,No,3688,147,1.22,180,1,Rural,1
Female,No,Graduate,Yes,1731,1040,1.14,300,0,Semiurban,0
Female,No,Graduate,No,1883,1301,0.93,180,0,Semiurban,1
Male,Yes,Not Graduate,No,2544,0,1.34,360,1,Rural,1
Male,No,Graduate,No,1185,1621,0.5,180,1,Semiurban,0
Male,Yes,Graduate,No,5774,331,1.57,360,1,Urban,1
Male,Yes,Graduate,No,4311,367,1.9,360,0,Urban,1
Male,Yes,Not Graduate,No,3975,0,1.13,180,1,Rural,0
Male,Yes,Graduate,No,4756,2764,1.56,300,0,Urban,1
Female,No,Graduate,No,2671,1097,1.0,180,0,Semiurban,1
Male,Yes,Not Graduate,No,2983,131,1.16,360,1,Rural,1
Female,No,Graduate,Yes,1358,1275,0.57,180,0,Semiurban,0
Male,Yes,Not Graduate,No,4037,936,1.19,300,1,Rural,0
Female,No,Graduate,Yes,2574,536,0.91,180,1,Semiurban,1
Male,No,Graduate,No,2850,1509,0.77,180,0,Semiurban,0
Male,No,Graduate,No,3078,1894,0.66,300,1,Semiurban,0
Female,Yes,Not Graduate,Yes,4402,1710,1.34,180,1,Rural,1
Male,Yes,Graduate,Yes,4591,0,1.52,180,1,Semiurban,1
Female,No,Graduate,No,2856,0,0.89,180,0,Semiurban,0
Male,Yes,Graduate,No,4818,683,1.56,180,0,Urban,0
Male,Yes,Graduate,Yes,6000,0,1.46,300,0,Semiurban,0
Male,Yes,Not Graduate,No,5175,205,0.99,180,1,Rural,1
Female,No,Graduate,No,2691,714,0.59,180,1,Urban,0
Male,Yes,Graduate,Yes,6530,0,1.4,180,0,Semiurban,0
Female,No,Graduate,Yes,3988,862,0.77,180,0,Semiurban,0
Male,No,Graduate,No,3085,1965,0.84,300,1,Semiurban,1
Male,Yes,Graduate,No,5995,502,1.56,300,0,Urban,1
Female,No,Graduate,No,1951,1054,1.12,300,1,Urban,0
Female,No,Graduate,Yes,1485,939,0.97,360,0,Semiurban,0
Female,No,Graduate,Yes,3159,1362,1.12,300,1,Semiurban,0
Male,Yes,Not Graduate,No,4051,0,1.34,300,0,Rural,1
Female,No,Graduate,No,1923,3376,0.92,300,0,Semiurban,0
Male,No,Graduate,No,2707,3559,0.94,180,0,Semiurban,0
Male,Yes,Not Graduate,No,3453,0,1.04,300,1,Rural,1
Male,Yes,Not Graduate,No,1522,284,1.06,180,0,Rural,0
Female,No,Graduate,No,3796,2010,0.92,360,1,Semiurban,0
Male,Yes,Graduate,Yes,5952,198,0.99,300,0,Semiurban,0
Male,Yes,Graduate,Yes,5276,0,1.24,360,1,Semiurban,1
Male,Yes,Graduate,No,3645,0,1.53,180,0,Urban,1
Female,No,Graduate,No,1780,2110,0.5,300,1,Semiurban,0
Female,Yes,Not Graduate,Yes,3980,534,1.36,300,0,Rural,0
Female,No,Graduate,Yes,1872,1899,0.74,300,0,Semiurban,1
Male,Yes,Graduate,No,6322,1406,1.32,360,0,Urban,1
Male,No,Graduate,No,3462,2614,0.7,360,1,Semiurban,0
Male,Yes,Not Graduate,No,3380,1260,1.4,360,0,Rural,1
Female,Yes,Not Graduate,Yes,1790,1747,1.09,360,0,Rural,1
Male,Yes,Graduate,No,8170,111,1.25,360,0,Urban,1
Female,No,Graduate,Yes,3178,1870,0.72,300,0,Semiurban,1
Male,Yes,Graduate,No,7027,200,1.49,180,1,Urban,0
Male,Yes,Graduate,No,6066,0,1.34,360,0,Urban,1
Male,Yes,Graduate,No,6081,0,1.9,300,1,Urban,0
Female,No,Graduate,No,2177,1885,0.84,180,0,Urban,0
Male,Yes,Not Graduate,No,3348,0,1.37,300,0,Rural,1
Male,Yes,Not Graduate,No,3817,0,1.53,180,0,Rural,1
Female,No,Graduate,No,1534,2207,0.64,300,1,Semiurban,1
Female,No,Graduate,No,3915,2076,1.18,180,1,Urban,1
Female,No,Graduate,Yes,3408,3525,1.01,360,0,Semiurban,1
Male,Yes,Graduate,No,4055,0,1.19,360,0,Urban,1
Male,Yes,Graduate,Yes,6463,0,1.18,360,1,Semiurban,0
Male,Yes,Not Graduate,No,5351,1462,1.15,360,0,Rural,0
Female,No,Graduate,No,3024,2491,1.29,300,0,Semiurban,1
Male,Yes,Not Graduate,No,4614,0,1.2,180,1,Rural,0
Male,Yes,Graduate,No,5257,0,1.43,180,0,Urban,1
Male,Yes,Graduate,No,6120,687,1.7,360,0,Urban,0
Female,No,Graduate,No,2891,447,1.03,360,0,Semiurban,0
Male,No,Graduate,No,2423,2404,0.76,180,1,Semiurban,1
Male,Yes,Graduate,Yes,5278,902,1.56,180,1,Semiurban,0
Female,No,Graduate,No,2252,2688,0.86,180,0,Urban,0
Male,Yes,Graduate,No,6998,0,1.86,360,1,Urban,0
Female,No,Graduate,Yes,2954,1601,0.71,360,1,Semiurban,1
Male,No,Graduate,No,5202,109,0.7,180,1,Semiurban,0
Male,Yes,Not Graduate,No,4546,0,1.12,180,0,Rural,0
Male,Yes,Not Graduate,No,3803,0,1.17,360,1,Rural,1
Female,No,Graduate,No,1000,0,0.9,300,1,Urban,0
Female,No,Graduate,No,1167,1136,0.66,360,1,Semiurban,1
Male,Yes,Graduate,No,7569,456,1.38,180,0,Urban,0
Female,No,Graduate,No,2190,889,0.85,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,1173,3323,1.67,180,1,Rural,0
Male,Yes,Not Graduate,No,2637,0,1.26,300,1,Rural,1
Male,Yes,Not Graduate,No,4613,0,1.08,300,1,Rural,0
Female,No,Graduate,No,1000,1404,1.33,300,0,Semiurban,0
Male,No,Graduate,No,1000,1755,0.73,360,0,Semiurban,0
Female,No,Graduate,No,3995,1703,0.8,300,1,Semiurban,1
Female,No,Graduate,No,1510,683,0.97,180,0,Urban,0
Male,No,Graduate,No,1744,1500,0.54,180,0,Semiurban,1
Female,No,Graduate,No,1463,1047,0.68,360,1,Semiurban,0
Female,Yes,Not Graduate,Yes,1000,2401,0.73,360,1,Rural,1
Female,No,Graduate,Yes,3779,2339,1.07,300,1,Semiurban,1
Male,Yes,Not Graduate,No,2772,0,0.75,300,0,Rural,0
Male,Yes,Graduate,Yes,4976,0,1.26,300,1,Semiurban,0
Female,No,Graduate,No,1455,0,0.87,300,1,Urban,1
Male,Yes,Not Graduate,No,3056,0,0.97,360,1,Rural,1
Female,No,Graduate,No,2269,275,0.79,180,0,Urban,0
Female,No,Graduate,No,4185,1474,1.1,360,0,Urban,0
Male,No,Graduate,No,1859,1749,0.56,180,1,Semiurban,1
Female,No,Graduate,No,2866,2097,0.81,360,0,Semiurban,0
Male,Yes,Not Graduate,No,4207,35,1.43,300,0,Rural,1
Male,Yes,Not Graduate,No,4135,145,1.16,360,0,Rural,0
Female,Yes,Not Graduate,Yes,3044,2023,1.09,180,1,Rural,0
Male,Yes,Graduate,Yes,5198,1488,1.43,360,0,Semiurban,1
Male,Yes,Not Graduate,No,3182,886,0.94,300,0,Rural,1
Male,Yes,Not Graduate,No,3910,726,1.15,360,1,Rural,1
Male,Yes,Graduate,No,6313,0,1.6,360,0,Urban,0
Male,Yes,Graduate,No,5687,543,1.61,360,1,Urban,0
Male,No,Graduate,No,1747,1579,0.54,300,0,Semiurban,1
Male,No,Graduate,No,2263,2133,0.86,180,0,Semiurban,0
Male,Yes,Not Graduate,No,4630,0,1.35,300,1,Rural,1
Female,No,Graduate,No,1539,2156,0.85,300,0,Semiurban,1
Male,Yes,Not Graduate,No,2406,1691,1.51,360,0,Rural,0
Female,Yes,Not Graduate,Yes,3420,2170,1.39,360,0,Rural,0
Female,No,Graduate,No,3171,1905,1.05,300,1,Semiurban,1
Male,Yes,Not Graduate,No,5330,909,1.16,180,0,Rural,0
Female,No,Graduate,No,1460,0,0.95,180,1,Urban,1
Female,No,Graduate,No,2380,1280,0.54,300,1,Semiurban,0
Female,No,Graduate,Yes,4938,2083,1.02,360,0,Semiurban,1
Male,Yes,Graduate,No,5651,543,1.3,360,1,Urban,1
Female,No,Graduate,No,2387,725,0.99,180,0,Urban,0
Male,Yes,Graduate,No,7801,576,1.6,180,0,Urban,0
Female,No,Graduate,Yes,1000,1471,0.84,300,0,Semiurban,0
Male,Yes,Not Graduate,No,3718,0,1.06,300,0,Rural,1
Female,No,Graduate,Yes,2381,2070,1.29,360,0,Semiurban,1
Male,Yes,Graduate,Yes,4623,0,0.9,180,0,Semiurban,1
Male,Yes,Graduate,No,6268,0,1.75,180,0,Urban,0
Female,No,Graduate,Yes,3689,131,0.92,360,0,Semiurban,0
Male,Yes,Not Graduate,No,3222,838,1.34,300,0,Rural,1
Male,Yes,Graduate,No,2530,60,1.72,300,0,Urban,0
Male,Yes,Graduate,No,5387,1027,1.72,360,0,Urban,0
Male,Yes,Graduate,No,4448,256,1.62,300,0,Urban,0
Female,No,Graduate,No,3172,198,1.09,300,1,Semiurban,1
Male,Yes,Graduate,Yes,5141,0,1.12,360,0,Semiurban,1
Male,Yes,Graduate,No,4625,1468,1.58,300,0,Urban,0
Male,Yes,Graduate,No,6481,605,1.81,300,1,Urban,0
Male,Yes,Not Graduate,No,4072,0,1.5,360,1,Rural,0
Female,Yes,Not Graduate,Yes,3454,1743,1.01,300,1,Rural,0
Female,No,Graduate,No,2236,954,0.78,180,0,Semiurban,0
Male,Yes,Graduate,No,3072,0,1.47,300,1,Urban,1
Female,No,Graduate,No,2855,900,0.89,180,0,Semiurban,0
Male,Yes,Graduate,No,3858,0,1.04,180,0,Urban,1
Male,Yes,Graduate,No,4757,376,1.26,300,0,Urban,0
Male,Yes,Not Graduate,No,3742,1336,1.35,180,1,Rural,1
Male,Yes,Graduate,No,4786,140,1.51,300,0,Urban,0
Female,No,Graduate,No,1000,1062,1.14,180,1,Urban,1
Male,No,Graduate,No,1000,490,0.76,180,0,Semiurban,0
Female,No,Graduate,No,1994,2235,0.67,360,1,Semiurban,0
Male,Yes,Not Graduate,No,3533,1891,0.99,300,0,Rural,1
Male,Yes,Not Graduate,No,4284,2011,1.03,180,0,Rural,0
Female,No,Graduate,No,2182,1915,1.33,180,1,Urban,0
Male,Yes,Graduate,No,4945,0,1.25,360,1,Urban,1
Female,No,Graduate,No,3222,0,0.91,300,1,Urban,1
Female,No,Graduate,Yes,3839,816,0.81,300,0,Semiurban,1
Male,No,Graduate,No,1000,2144,0.72,300,0,Semiurban,1
Female,Yes,Not Graduate,Yes,5017,61,0.92,180,1,Rural,0
Male,Yes,Graduate,No,4283,0,1.39,180,0,Urban,1
Female,No,Graduate,No,2714,1775,1.4,180,0,Semiurban,0
Male,Yes,Graduate,No,6152,1140,1.71,180,0,Urban,0
Male,No,Graduate,No,2437,1501,0.5,180,0,Semiurban,0
Male,Yes,Not Graduate,No,3580,0,1.28,180,1,Rural,1
Male,Yes,Graduate,No,5346,0,1.6,360,1,Urban,0
Female,No,Graduate,No,3029,603,1.36,180,1,Urban,1
Female,Yes,Not Graduate,Yes,1480,3131,0.75,180,0,Rural,1
Male,Yes,Graduate,No,4084,0,1.52,360,1,Urban,1
Male,Yes,Graduate,No,5944,941,1.1,300,0,Urban,1
Female,No,Graduate,Yes,2105,2351,1.07,300,0,Semiurban,1
Male,Yes,Not Graduate,No,3820,0,1.53,180,1,Rural,0
Female,No,Graduate,No,2537,970,0.97,360,1,Semiurban,1
Male,Yes,Graduate,Yes,4971,0,1.45,360,0,Semiurban,1
Female,Yes,Not Graduate,Yes,2496,2848,1.12,180,0,Rural,1
Female,Yes,Not Graduate,Yes,3209,2345,1.04,360,0,Rural,0
Female,No,Graduate,No,1559,1807,1.02,180,1,Semiurban,1
Male,Yes,Not Graduate,No,5694,0,1.46,300,0,Rural,0
Female,No,Graduate,No,1000,753,1.2,360,0,Urban,0
Male,Yes,Graduate,No,4231,262,1.58,300,1,Urban,0
Female,No,Graduate,No,2093,960,0.93,360,1,Urban,0
Male,No,Graduate,No,2127,2330,0.51,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2069,1432,1.13,180,0,Rural,1
Female,No,Graduate,Yes,3536,1525,1.11,180,0,Semiurban,1
Female,No,Graduate,No,2660,2198,1.02,360,1,Urban,1
Female,No,Graduate,No,1013,1351,0.63,300,0,Semiurban,0
Male,Yes,Graduate,Yes,6010,0,1.49,300,1,Semiurban,0
Male,Yes,Not Graduate,No,1912,128,1.19,180,1,Rural,1
Male,No,Graduate,No,3142,2116,0.5,180,0,Semiurban,1
Male,Yes,Not Graduate,No,3222,0,1.69,180,1,Rural,1
Female,No,Graduate,No,2082,619,0.93,180,1,Semiurban,0
Male,Yes,Graduate,No,6188,252,1.79,360,0,Urban,0
Female,Yes,Not Graduate,Yes,1786,2525,1.22,300,0,Rural,1
Female,No,Graduate,No,1000,1439,1.26,180,0,Semiurban,0
Male,Yes,Not Graduate,No,3668,0,1.39,360,0,Rural,0
Male,No,Graduate,No,2693,1994,0.91,360,0,Semiurban,1
Male,Yes,Not Graduate,No,2348,1520,1.06,180,1,Rural,1
Male,Yes,Not Graduate,No,2178,0,0.82,360,1,Rural,1
Female,No,Graduate,Yes,2106,981,0.91,300,0,Semiurban,0
Male,Yes,Graduate,No,5716,528,1.73,300,0,Urban,1
Female,No,Graduate,No,2234,2608,1.09,180,1,Semiurban,1
Male,Yes,Graduate,No,5827,1427,1.4,300,0,Urban,0
Male,Yes,Graduate,No,6142,641,1.6,300,1,Urban,1
Male,Yes,Not Graduate,No,3603,274,0.92,300,1,Rural,0
Female,Yes,Not Graduate,Yes,4141,1952,1.11,180,0,Rural,0
Male,Yes,Graduate,Yes,4326,0,1.65,300,0,Semiurban,0
Female,Yes,Not Graduate,Yes,1925,1963,1.1,360,0,Rural,0
Female,No,Graduate,No,2795,1564,0.94,300,0,Urban,1
Female,No,Graduate,No,3699,1783,0.76,360,0,Semiurban,1
Male,Yes,Graduate,No,7999,0,1.33,360,1,Urban,0
Male,Yes,Not Graduate,No,2967,1855,0.88,180,0,Rural,0
Female,No,Graduate,Yes,3446,788,1.05,180,0,Semiurban,0
Male,Yes,Graduate,Yes,3920,0,1.6,360,0,Semiurban,1
Female,No,Graduate,Yes,3355,2294,0.76,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2418,2847,1.15,360,1,Rural,0
Female,No,Graduate,No,1210,1387,1.16,360,1,Urban,1
Female,No,Graduate,No,2125,1424,1.32,360,1,Urban,1
Female,Yes,Not Graduate,Yes,1000,3245,1.05,180,1,Rural,1
Male,Yes,Graduate,No,4975,0,1.49,180,0,Urban,1
Male,No,Graduate,No,2409,1615,0.5,360,1,Semiurban,1
Male,Yes,Graduate,Yes,6465,0,1.55,180,1,Semiurban,0
Male,No,Graduate,No,2781,3178,0.5,180,1,Semiurban,0
Male,Yes,Graduate,No,4690,0,1.57,300,1,Urban,1
Female,No,Graduate,Yes,5189,1551,0.81,180,0,Semiurban,0
Male,Yes,Not Graduate,No,3375,0,1.39,180,1,Rural,1
Male,No,Graduate,No,1562,1379,0.68,360,1,Semiurban,0
Female,Yes,Not Graduate,Yes,3062,1090,1.18,300,0,Rural,0
Male,Yes,Graduate,No,4969,761,1.33,180,1,Urban,0
Female,Yes,Not Graduate,Yes,3170,3449,1.18,360,1,Rural,0
Female,No,Graduate,No,1935,2073,0.92,300,0,Semiurban,1
Female,No,Graduate,Yes,2271,0,1.03,180,0,Semiurban,0
Male,Yes,Graduate,No,5049,0,1.56,180,0,Urban,0
Male,Yes,Not Graduate,No,3070,0,1.09,360,0,Rural,1
Female,Yes,Not Graduate,Yes,4005,2321,1.14,300,0,Rural,0
Male,No,Graduate,No,1000,2891,0.65,300,1,Semiurban,1
Male,Yes,Not Graduate,No,4361,81,1.05,180,0,Rural,1
Male,Yes,Not Graduate,No,3099,0,1.6,300,1,Rural,0
Male,No,Graduate,No,2365,1981,0.54,360,0,Semiurban,0
